,percent_hispanic,percent_non_hispanic_american_indianalaska_native,percent_non_hispanic_asian,percent_non_hispanic_black,percent_non_hispanic_native_hawaiianpacific_islander,percent_non_hispanic_white,social_vulnerability_index,cvac_level_of_concern_for_vaccination_rollout,actual_y,predict_y
2488,0.0149,0.0006,0.0032,0.2763,0.0,0.6885,0.86,0.81,0.19,0.23093435776061888
2489,0.0226,0.0047,0.0068,0.6433,0.0,0.3124,0.97,0.89,0.21,0.24710625081448812
2490,0.0661,0.0037,0.022,0.2385,0.0009,0.6354,0.51,0.5,0.18,0.19683149295351132
2491,0.0382,0.0,0.0039,0.011,0.0,0.942,0.45,0.53,0.18,0.20264193954035337
2492,0.0088,0.0669,0.0177,0.0,0.0,0.8772,0.28,0.21,0.29,0.18564054107295333
2493,0.0564,0.001,0.0081,0.035,0.0,0.8808,0.34,0.13,0.17,0.17902020333792054
2494,0.0296,0.0022,0.005,0.0262,0.0,0.9301,0.61,0.23,0.18,0.19271579040447712
2495,0.0083,0.0024,0.0024,0.4481,0.0,0.5083,0.74,0.7,0.19,0.2290863590903501
2496,0.0211,0.0008,0.0369,0.1268,0.0002,0.7852,0.25,0.06,0.14,0.1686981395278911
2497,0.0294,0.0332,0.03,0.0217,0.0,0.8712,0.33,0.19,0.21,0.1786485451231366
2498,0.0385,0.0382,0.0034,0.0025,0.0,0.8983,0.23,0.24,0.21,0.18774910128133018
2499,0.0209,0.0009,0.0035,0.61,0.0,0.3597,0.95,0.85,0.2,0.24573832076010005
2500,0.0219,0.002,0.0001,0.5841,0.0,0.3817,0.75,0.73,0.17,0.23715274792284302
2501,0.0357,0.2897,0.0012,0.0009,0.001,0.6255,0.74,0.56,0.29,0.2287325820276212
2502,0.1589,0.0012,0.0232,0.1351,0.0,0.6607,0.31,0.17,0.15,0.16757882019247594
2503,0.0475,0.0018,0.0056,0.0191,0.0001,0.917,0.3,0.2,0.15,0.18417020071250945
2504,0.0188,0.0008,0.0022,0.0102,0.0,0.956,0.11,0.05,0.15,0.1779299032843817
2505,0.0588,0.005,0.0167,0.0621,0.0001,0.8427,0.36,0.36,0.18,0.18773417315762064
2506,0.0204,0.0024,0.0037,0.4104,0.0003,0.5474,0.93,0.78,0.19,0.23468624615423742
2507,0.0546,0.003,0.0074,0.0682,0.0001,0.8444,0.73,0.48,0.19,0.20165994487489805
2508,0.1006,0.0136,0.0912,0.0117,0.0039,0.7692,0.65,0.29,0.2,0.1573970871994207
2509,0.0272,0.0037,0.003,0.171,0.0008,0.7665,0.74,0.8,0.26,0.22310558054898727
2510,0.0377,0.0083,0.0003,0.4084,0.0037,0.5398,0.56,0.8,0.19,0.23260617774993841
2511,0.0604,0.0043,0.0134,0.1314,0.0003,0.7729,0.61,0.37,0.18,0.19499528178845785
2512,0.1171,0.003,0.0086,0.0372,0.0029,0.8147,0.81,0.72,0.27,0.2074036443681501
2513,0.0068,0.0644,0.0,0.0243,0.0,0.8795,0.09,0.05,0.29,0.18376145368616173
2514,0.011,0.0138,0.0164,0.0032,0.0007,0.9322,0.2,0.18,0.2,0.18004526608575613
2515,0.1023,0.0019,0.0361,0.2693,0.0006,0.562,0.54,0.63,0.22,0.1956339272066409
2516,0.0337,0.002,0.0078,0.0263,0.0006,0.9094,0.25,0.59,0.24,0.199988352181178
2517,0.01,0.0373,0.0,0.0,0.0,0.9424,0.11,0.11,0.21,0.18524593831292854
2518,0.0032,0.7492,0.0061,0.0,0.0004,0.2354,0.95,0.82,0.29,0.2886736329178584
2519,0.016,0.0251,0.0177,0.0,0.0,0.9153,0.05,0.05,0.21,0.1712877986532142
2520,0.0235,0.0072,0.0019,0.0139,0.0012,0.9325,0.69,0.72,0.27,0.2159453385173577
2521,0.0406,0.0059,0.0,0.006999999999999999,0.0,0.9339,0.22,0.14,0.21,0.18254563186389702
2522,0.0185,0.0039,0.0075,0.0231,0.0004,0.9274,0.38,0.63,0.23,0.2054730231217217
2523,0.0499,0.0197,0.0208,0.0562,0.0002,0.8251,0.36,0.11,0.2,0.17533620272466227
2524,0.0266,0.0023,0.0039,0.102,0.0008,0.8457,0.74,0.82,0.26,0.22253842049585085
2525,0.0516,0.0043,0.0047,0.0018,0.0016,0.9187,0.69,0.84,0.27,0.2172255355043484
2526,0.0145,0.0,0.0,0.0443,0.0,0.9142,0.51,0.86,0.27,0.22007182460765665
2527,0.0246,0.0024,0.0038,0.0524,0.0003,0.904,0.57,0.78,0.25,0.21748411976016968
2528,0.0292,0.0544,0.0,0.0,0.0119,0.8807,0.11,0.03,0.29,0.1826288792115788
2529,0.0037,0.0,0.0,0.0018,0.0,0.9941,0.42,0.72,0.25,0.21568404774851227
2530,0.0427,0.0023,0.0219,0.0865,0.0004,0.8227,0.3,0.5,0.22,0.1920441851332404
2531,0.027000000000000003,0.0041,0.0067,0.2729,0.0,0.6802,0.26,0.6,0.25,0.21113026225940387
2532,0.0351,0.0021,0.0054,0.0709,0.0,0.8683,0.68,0.89,0.25,0.22213531960280572
2533,0.1779,0.0031,0.0056,0.2095,0.0002,0.5893,0.79,0.95,0.2,0.21762410688794942
2534,0.0755,0.0112,0.0,0.0025,0.0,0.8936,0.16,0.56,0.19,0.19642969117561374
2535,0.0022,0.0165,0.024,0.022,0.0,0.9258,0.09,0.71,0.25,0.20205668931024123
2536,0.0166,0.0,0.0058,0.0012,0.0,0.9644,0.03,0.04,0.2,0.17474747133710616
2537,0.0229,0.0,0.0136,0.0182,0.0,0.9332,0.64,0.94,0.27,0.22070420682790157
2538,0.0636,0.0011,0.0262,0.5343,0.0002,0.3576,0.78,0.72,0.24,0.2206531311320769
2539,0.0,0.0,0.0,0.0,0.0,0.9953,0.0,0.12,0.2,0.18255160954820399
2540,0.0155,0.0017,0.0052,0.0132,0.0007,0.9505,0.71,0.76,0.25,0.21778412343812711
2541,0.0027,0.5775,0.0043,0.003,0.0,0.3897,0.97,0.85,0.29,0.2742616821302069
2542,0.034,0.0049,0.0078,0.1264,0.0015,0.8,0.76,0.66,0.26,0.21390868971573057
2543,0.0272,0.0054,0.0037,0.02,0.0,0.926,0.26,0.82,0.27,0.21272037562304882
2544,0.0232,0.0014,0.0024,0.2837,0.0,0.6668,0.92,0.98,0.26,0.2383607558242951
2545,0.0133,0.0037,0.0005,0.0569,0.0,0.9205,0.75,0.91,0.27,0.2294738948439607
2546,0.031,0.0167,0.0,0.0022,0.0019,0.9371,0.18,0.23,0.21,0.18828030418247832
2547,0.0291,0.005,0.0129,0.0351,0.0009,0.8911,0.61,0.54,0.25,0.2016835545853055
2548,0.0565,0.0019,0.0203,0.1892,0.0004,0.7109,0.41,0.47,0.22,0.19532741985598986
2549,0.0443,0.1151,0.0212,0.0049,0.0,0.7681,0.39,0.25,0.2,0.18631080934168046
2550,0.0828,0.0068,0.0017,0.0087,0.0,0.8834,0.09,0.8,0.19,0.20447880045596764
2551,0.0245,0.0046,0.0029,0.0046,0.0,0.9527,0.11,0.09,0.21,0.17918109700963836
2552,0.0211,0.0019,0.0021,0.0552,0.0,0.8981,0.72,0.83,0.27,0.2217515256153115
2553,0.0253,0.0031,0.0022,0.0967,0.0,0.8413,0.6,0.83,0.27,0.21962790597484771
2554,0.0582,0.0014,0.0094,0.1147,0.0001,0.7929,0.39,0.53,0.25,0.19877992896910773
2555,0.0222,0.0016,0.0022,0.0,0.0,0.968,0.02,0.03,0.2,0.17586130187684867
2556,0.0431,0.0005,0.0108,0.0379,0.0002,0.8838,0.49,0.67,0.25,0.2048228608577645
2557,0.6213,0.0113,0.008,0.0046,0.0,0.3548,0.8,0.96,0.17,0.17003676364682485
2558,0.0495,0.0012,0.0048,0.0226,0.0,0.9053,0.82,0.88,0.27,0.2212350250024211
2559,0.0167,0.0003,0.0028,0.005,0.0027,0.9624,0.67,0.78,0.25,0.21939078352117528
2560,0.026,0.0026,0.0039,0.0817,0.0,0.873,0.63,0.61,0.26,0.2115914431491462
2561,0.0539,0.0,0.0032,0.0756,0.0,0.8486,0.61,0.51,0.25,0.20323962365735893
2562,0.0127,0.4109,0.0062,0.001,0.001,0.5556,0.71,0.56,0.29,0.24324342724756035
2563,0.0258,0.0042,0.0025,0.0845,0.0006,0.8677,0.66,0.94,0.26,0.2272734764950507
2564,0.0248,0.0207,0.0007,0.0331,0.0,0.8795,0.82,0.91,0.27,0.22528532738209395
2565,0.5628,0.0,0.0036,0.0068,0.0017,0.4018,0.47,0.88,0.18,0.16532300117932774
2566,0.0255,0.002,0.0046,0.0389,0.0,0.9179,0.71,0.75,0.27,0.21755099053119314
2567,0.0208,0.0015,0.0079,0.0685,0.0,0.897,0.76,0.94,0.27,0.227698663476838
2568,0.0136,0.0015,0.0224,0.0274,0.0,0.9186,0.68,0.94,0.27,0.21872316982468912
2569,0.0237,0.0214,0.0,0.0207,0.0,0.9211,0.08,0.22,0.21,0.187257700749951
2570,0.002,0.1086,0.0081,0.0,0.0,0.8089,0.34,0.27,0.29,0.19140806089951953
2571,0.0319,0.0111,0.0126,0.0081,0.0,0.921,0.03,0.03,0.21,0.1709612264008152
2572,0.0224,0.0028,0.0003,0.0187,0.0001,0.9412,0.37,0.78,0.27,0.21458917578152426
2573,0.0424,0.0254,0.0122,0.0185,0.0004,0.8757,0.09,0.15,0.21,0.1766248630980643
2574,0.0408,0.9019,0.0,0.0008,0.0,0.0444,0.99,0.75,0.29,0.2968656455255727
2575,0.014,0.0024,0.0043,0.0032,0.0,0.9631,0.73,0.81,0.27,0.22036040419862266
2576,0.0358,0.004,0.005,0.0417,0.0,0.8947,0.43,0.8,0.25,0.21355605594603022
2577,0.0302,0.0025,0.0071,0.0092,0.0039,0.9179,0.41,0.7,0.26,0.20706111643290603
2578,0.0374,0.008,0.0046,0.0,0.0,0.9403,0.04,0.15,0.2,0.17911807717054107
2579,0.0159,0.0005,0.0059,0.005,0.0,0.9672,0.77,0.85,0.27,0.22282305628555787
2580,0.0213,0.0043,0.011,0.0132,0.0002,0.9298,0.02,0.06,0.2,0.17276957570236334
2581,0.1056,0.001,0.0033,0.1299,0.0004,0.7393,0.78,0.87,0.26,0.21834977429770308
2582,0.0263,0.0003,0.0045,0.0893,0.0,0.8546,0.64,0.8,0.25,0.218309471062991
2583,0.0254,0.0084,0.0026,0.3374,0.0,0.6063,0.97,0.98,0.25,0.2415125905508724
2584,0.0096,0.0031,0.0001,0.0057,0.0,0.9714,0.76,0.81,0.27,0.22336702211318638
2585,0.0209,0.0015,0.0004,0.0032,0.0,0.9532,0.6,0.91,0.25,0.22248560209823512
2586,0.0242,0.0,0.0013,0.0784,0.0008,0.8740000000000001,0.7,0.91,0.27,0.2258111870527632
2587,0.0302,0.0198,0.0,0.0,0.0,0.945,0.05,0.12,0.2,0.18201504491799964
2588,0.124,0.0022,0.002,0.0791,0.0004,0.768,0.78,0.79,0.25,0.21148487703330313
2589,0.0211,0.0021,0.0021,0.019,0.0,0.941,0.49,0.89,0.27,0.22061472446758776
2590,0.0441,0.0024,0.0038,0.1024,0.0002,0.8289,0.77,0.77,0.26,0.21906170933512065
2591,0.2684,0.001,0.0037,0.0874,0.0,0.6221,0.49,0.82,0.17,0.1946286764871
2592,0.0401,0.0039,0.0078,0.0362,0.0007,0.8921,0.66,0.73,0.25,0.21245854837046355
2593,0.0334,0.0031,0.0028,0.0045,0.0,0.9395,0.59,0.79,0.27,0.21563174667050727
2594,0.0625,0.0034,0.0125,0.0216,0.0,0.8842,0.62,0.69,0.25,0.2058626639910629
2595,0.0257,0.0003,0.0018,0.0212,0.0,0.9348,0.6,0.87,0.25,0.22080939732230262
2596,0.2213,0.0012,0.011,0.146,0.0001,0.605,0.98,0.89,0.19,0.20923849047559528
2597,0.032,0.1185,0.0002,0.0014,0.0,0.8222,0.41,0.11,0.29,0.1925247313743521
2598,0.0247,0.0077,0.006999999999999999,0.0206,0.0004,0.9247,0.37,0.83,0.26,0.21452067322072443
2599,0.022,0.1041,0.0,0.0504,0.0,0.7905,0.39,0.27,0.21,0.19972994809056221
2600,0.0802,0.0022,0.0338,0.1452,0.0002,0.7076,0.33,0.61,0.23,0.19005999821235853
2601,0.049,0.001,0.0028,0.0034,0.0,0.9314,0.8,0.7,0.25,0.21371961770048326
2602,0.03,0.0043,0.0039,0.0159,0.0003,0.9254,0.24,0.6,0.25,0.20189836740142447
2603,0.0339,0.0004,0.0044,0.0452,0.0007,0.8838,0.38,0.73,0.25,0.20843224319093373
2604,0.0443,0.5482,0.0,0.0015,0.0,0.3855,0.92,0.77,0.29,0.26533282164456773
2605,0.0181,0.0004,0.0045,0.0257,0.0,0.9172,0.51,0.68,0.27,0.2085799765534549
2606,0.0132,0.0022,0.0078,0.0099,0.0016,0.9519,0.71,0.78,0.27,0.21804313877563047
2607,0.0289,0.0026,0.004,0.0214,0.0,0.9305,0.54,0.57,0.25,0.2061989048747247
2608,0.0834,0.075,0.0,0.0063,0.0,0.8299,0.21,0.33,0.21,0.193363475701507
2609,0.0343,0.0029,0.0164,0.0399,0.0,0.8863,0.46,0.53,0.23,0.19759633831250328
2610,0.0116,0.8740000000000001,0.0185,0.0006,0.0,0.0794,0.96,0.85,0.29,0.2937490172196172
2611,0.0326,0.0218,0.0092,0.0089,0.0013,0.9085,0.26,0.18,0.21,0.1832759758237383
2612,0.0176,0.0031,0.0073,0.4178,0.0,0.5422,0.87,0.89,0.27,0.23818151746610833
2613,0.0619,0.0013,0.0119,0.0478,0.0003,0.8549,0.69,0.77,0.25,0.21069754404473082
2614,0.044,0.0059,0.004,0.02,0.0,0.9105,0.65,0.73,0.23,0.2133046590703244
2615,0.0223,0.0034,0.0052,0.0167,0.0018,0.9325,0.83,0.92,0.27,0.2259119044634775
2616,0.0148,0.0006,0.0045,0.0065,0.0042,0.961,0.46,0.86,0.25,0.21992030907718482
2617,0.0243,0.004,0.0003,0.0302,0.0,0.9273,0.7,0.89,0.26,0.22483724750590486
2618,0.0347,0.3712,0.0011,0.006,0.0,0.5649,0.72,0.56,0.21,0.23849410705093313
2619,0.0299,0.0049,0.0035,0.0067,0.0,0.9443,0.54,0.48,0.25,0.20229400952138427
2620,0.0354,0.0011,0.0,0.0022,0.0,0.9353,0.57,0.8,0.27,0.2151731764843604
2621,0.6432,0.0011,0.0035,0.0027,0.0,0.3329,0.85,0.95,0.17,0.16684303941754147
2622,0.0518,0.0815,0.0128,0.0117,0.0017,0.799,0.42,0.15,0.21,0.18329501364941367
2623,0.0,0.0593,0.0,0.0113,0.0,0.9294,0.01,0.13,0.29,0.18914474047037405
2624,0.0432,0.0,0.0005,0.5079,0.0003,0.44,0.87,0.88,0.27,0.24108727869269853
2625,0.019,0.001,0.0061,0.0184,0.0006,0.934,0.54,0.49,0.24,0.20167478761667038
2626,0.0826,0.0031,0.0016,0.017,0.0006,0.8799,0.43,0.82,0.27,0.21092691036030417
2627,0.0359,0.0013,0.0063,0.017,0.0003,0.9223,0.56,0.62,0.25,0.20641351066317615
2628,0.0452,0.0321,0.0019,0.0155,0.0008,0.8844,0.32,0.12,0.21,0.18374476392416925
2629,0.013,0.0107,0.0,0.0,0.0,0.9602,0.01,0.05,0.29,0.17776698326472182
2630,0.0261,0.0,0.001,0.0239,0.0,0.9441,0.59,0.86,0.25,0.22202462713932972
2631,0.0204,0.005,0.0036,0.0027,0.0,0.9507,0.11,0.04,0.2,0.17617887459809325
2632,0.021,0.0029,0.001,0.0033,0.0,0.948,0.49,0.75,0.25,0.21324121504485133
2633,0.0216,0.0119,0.0029,0.0,0.0,0.9469,0.25,0.14,0.2,0.18349427803986892
2634,0.0908,0.0032,0.006999999999999999,0.0206,0.0023,0.8525,0.83,0.87,0.27,0.2158772643968534
2635,0.2748,0.0011,0.02,0.0138,0.0,0.6739,0.8,0.85,0.18,0.1916311133705369
2636,0.0038,0.0073,0.0017,0.054000000000000006,0.002,0.92,0.56,0.88,0.26,0.22563842926583222
2637,0.0386,0.0011,0.0108,0.3697,0.0,0.5575,0.71,0.66,0.25,0.21914122710840253
2638,0.0477,0.0006,0.042,0.041,0.0003,0.8458,0.02,0.31,0.16,0.1697193691899267
2639,0.0187,0.0037,0.0045,0.017,0.0005,0.9479,0.62,0.92,0.25,0.22436845913511821
2640,0.0131,0.0035,0.0078,0.0209,0.0,0.9504,0.29,0.12,0.21,0.183782716124945
2641,0.0125,0.0098,0.0019,0.0072,0.0,0.8689,0.87,0.96,0.27,0.21956329344086117
2642,0.0153,0.0,0.0055,0.0032,0.0,0.9652,0.64,0.83,0.25,0.21936369164103045
2643,0.0878,0.0013,0.0072,0.0092,0.0,0.8769,0.39,0.46,0.23,0.19094268889586805
2644,0.0693,0.0023,0.0056,0.0719,0.0006,0.8326,0.43,0.62,0.25,0.20327516014633493
2645,0.0108,0.0053,0.0024,0.1018,0.0,0.8416,0.52,0.73,0.27,0.2148043687697909
2646,0.0203,0.0051,0.0048,0.0345,0.0,0.9229,0.57,0.85,0.25,0.22018827114591139
2647,0.1001,0.0046,0.0214,0.1929,0.0037,0.6333,0.52,0.71,0.26,0.20109102951984315
2648,0.5222,0.0013,0.0196,0.0563,0.0,0.3965,0.72,0.96,0.17,0.17433468799508403
2649,0.3231,0.0005,0.0074,0.0108,0.0,0.6051,0.74,0.93,0.18,0.18936906667919232
2650,0.2326,0.0155,0.0036,0.0144,0.006999999999999999,0.7036,0.66,0.86,0.19,0.2024267800662148
2651,0.2857,0.0047,0.0028,0.0379,0.0,0.6465,0.98,0.99,0.18,0.2063411699149788
2652,0.9472,0.0,0.0,0.0,0.0,0.0528,0.73,0.99,0.17,0.14050833991460085
2653,0.2556,0.0013,0.0611,0.1028,0.0006,0.5579,0.65,0.81,0.17,0.1762979255905919
2654,0.5928,0.0,0.0,0.0014,0.0,0.4058,0.86,0.98,0.17,0.17659515101440698
2655,0.2069,0.0034,0.0004,0.1312,0.0,0.6472,0.61,0.83,0.18,0.2066258835629507
2656,0.2108,0.0007,0.0088,0.0185,0.002,0.7456,0.63,0.87,0.17,0.20140109576048304
2657,0.5747,0.0036,0.0019,0.0769,0.0,0.3329,0.95,1.0,0.18,0.18133791347542855
2658,0.6068,0.002,0.0109,0.0443,0.0002,0.3229,0.79,0.88,0.17,0.1655294063534328
2659,0.0963,0.0004,0.005,0.0091,0.0,0.86,0.3,0.8,0.18,0.2029494054773628
2660,0.2136,0.0034,0.0092,0.0347,0.004,0.7199,0.51,0.73,0.19,0.19403437378893756
2661,0.1942,0.0035,0.0115,0.0433,0.0035,0.7259,0.54,0.88,0.19,0.201891904025972
2662,0.2244,0.0015,0.0113,0.0726,0.0,0.6697,0.41,0.79,0.2,0.19262659111017552
2663,0.3536,0.0002,0.0,0.0928,0.0,0.5478,0.82,0.97,0.17,0.20106731643296682
2664,0.2061,0.003,0.004,0.0627,0.0017,0.706,0.87,0.93,0.19,0.21117813898376192
2665,0.2316,0.0039,0.0047,0.2411,0.0,0.5124,0.98,0.99,0.19,0.21951890450441805
2666,0.3792,0.0018,0.0163,0.0758,0.001,0.5036,0.43,0.77,0.16,0.17523924006338795
2667,0.3985,0.0,0.0,0.0103,0.0,0.5837,0.36,0.89,0.18,0.18317752261559014
2668,0.7288,0.0004,0.0224,0.0294,0.0,0.2019,0.98,0.99,0.17,0.15581925518635523
2669,0.5868,0.0005,0.0017,0.0288,0.0,0.3681,0.83,0.97,0.17,0.17471455747223888
2670,0.2694,0.0025,0.0082,0.0143,0.0008,0.6872,0.7,0.6,0.15,0.1842856535737354
2671,0.2556,0.0,0.0,0.0407,0.0,0.6988,0.2,0.88,0.18,0.1955171105111757
2672,0.1108,0.0023,0.0038,0.2491,0.0,0.6183,0.91,0.97,0.2,0.22855448245384763
2673,0.2225,0.0029,0.0071,0.0353,0.0,0.7163,0.63,0.72,0.18,0.19421062106778827
2674,0.5662,0.0005,0.0,0.0,0.0,0.4327,0.44,0.92,0.17,0.170018689067287
2675,0.8028,0.002,0.0051,0.0062,0.0013,0.1796,0.92,0.99,0.17,0.15584934660156427
2676,0.5556,0.0036,0.0052,0.0299,0.0,0.3931,0.9,0.99,0.17,0.1788681682861236
2677,0.2416,0.0025,0.002,0.1488,0.0,0.585,0.86,0.9,0.18,0.20884611247631357
2678,0.1687,0.0027,0.0067,0.07,0.0012,0.7328,0.71,0.76,0.19,0.20374627573810442
2679,0.4887,0.0,0.0526,0.0233,0.0003,0.4229,0.86,0.88,0.17,0.1614981147627354
2680,0.1457,0.006,0.008,0.0671,0.0032,0.7613,0.62,0.92,0.18,0.2130698810881979
2681,0.4018,0.0021,0.0624,0.2226,0.0004,0.2913,0.75,0.83,0.17,0.16806320706991143
2682,0.5074,0.0014,0.0037,0.0647,0.0002,0.4165,0.9,0.98,0.17,0.18553613017634454
2683,0.2368,0.0,0.0099,0.1113,0.0,0.6334,0.68,0.88,0.18,0.20274599751789626
2684,0.0672,0.0012,0.0045,0.1653,0.0007,0.7452,0.82,0.92,0.21,0.22629264505064306
2685,0.1834,0.0036,0.0055,0.0161,0.0,0.7783,0.62,0.89,0.19,0.20576291160991655
2686,0.193,0.0037,0.0865,0.0958,0.0008,0.5925,0.22,0.63,0.15,0.1573140451400254
2687,0.1446,0.0029,0.0005,0.0437,0.0,0.7867,0.53,0.79,0.19,0.20537785430010835
2688,0.0992,0.0161,0.0037,0.008,0.0,0.8572,0.03,0.6,0.19,0.19326075143174282
2689,0.3101,0.0,0.0054,0.0804,0.0,0.5846,0.75,0.92,0.19,0.19772869114126934
2690,0.0777,0.0008,0.0053,0.0878,0.0,0.8076,0.57,0.85,0.19,0.21467649211194678
2691,0.2099,0.0004,0.0047,0.0654,0.0,0.7123,0.44,0.84,0.18,0.20061501352892017
2692,0.3196,0.0191,0.0062,0.0053,0.0,0.6251,0.46,0.87,0.19,0.18834792080799673
2693,0.3893,0.0024,0.015,0.0385,0.0,0.5377,0.49,0.73,0.16,0.17317084811218403
2694,0.3999,0.0,0.0143,0.0222,0.0,0.5605,0.69,0.95,0.18,0.18626695239491592
2695,0.1406,0.0124,0.0,0.0093,0.0,0.8377,0.44,0.91,0.18,0.21238258590496004
2696,0.13699999999999998,0.0,0.0,0.0,0.0,0.8385,0.06,0.72,0.18,0.1939738564624256
2697,0.29,0.0066,0.0067,0.0431,0.002,0.6332,0.84,0.95,0.19,0.20190481608522284
2698,0.4477,0.0187,0.0149,0.0021,0.0,0.5029,0.66,0.84,0.18,0.1756216176946463
2699,0.327,0.0013,0.0031,0.0265,0.0,0.6177,0.43,0.91,0.18,0.18933055135720586
2700,0.5601,0.0,0.0057,0.0314,0.0019,0.3939,0.94,0.99,0.17,0.17982640099178007
2701,0.2318,0.0032,0.0012,0.0008,0.0,0.747,0.36,0.61,0.15,0.18545748920032135
2702,0.2314,0.0056,0.0044,0.135,0.0008,0.6069,0.92,0.94,0.19,0.21218111588273417
2703,0.4722,0.0007,0.0079,0.006999999999999999,0.001,0.493,0.89,0.99,0.17,0.18434161199283194
2704,0.9218,0.0006,0.0094,0.0042,0.0001,0.0614,0.98,0.99,0.17,0.14312269357075763
2705,0.155,0.0041,0.0045,0.1508,0.0,0.6659999999999999,0.84,0.97,0.19,0.21936510094139922
2706,0.2179,0.0,0.0,0.011,0.0,0.7567,0.59,0.82,0.18,0.200314052655539
2707,0.4377,0.0,0.0,0.0,0.0,0.5623,0.18,0.81,0.18,0.17372770054492237
2708,0.5219,0.0042,0.0097,0.056,0.0013,0.3967,0.87,0.97,0.18,0.180645349971826
2709,0.2623,0.0028,0.0064,0.098,0.0004,0.6083,0.39,0.7,0.17,0.18739917186798535
2710,0.1107,0.0036,0.0036,0.0548,0.0,0.8085,0.45,0.82,0.19,0.20837866104370867
2711,0.2142,0.0027,0.0128,0.1172,0.0004,0.6369,0.57,0.77,0.19,0.19688983333547228
2712,0.1871,0.0017,0.0128,0.1979,0.0011,0.5751,0.88,0.79,0.19,0.20676325138284302
2713,0.3562,0.0,0.0,0.0082,0.0151,0.58,0.46,0.95,0.19,0.191007886888323
2714,0.4251,0.0071,0.0069,0.0519,0.0003,0.4865,0.92,0.97,0.18,0.19017614458293186
2715,0.1688,0.0027,0.001,0.0474,0.0,0.7716,0.65,0.98,0.19,0.21486273219063462
2716,0.1276,0.0077,0.0065,0.0635,0.0003,0.7818,0.72,0.9,0.2,0.21481494081118596
2717,0.7928,0.0005,0.0081,0.0318,0.0,0.1627,0.99,0.99,0.17,0.15697549926921472
2718,0.9134,0.0,0.0,0.0004,0.0,0.0809,0.99,1.0,0.18,0.14754306884618146
2719,0.2484,0.0049,0.0052,0.0984,0.0001,0.633,0.94,0.97,0.2,0.21119508296296652
2720,0.076,0.0088,0.0104,0.2438,0.0002,0.6379,0.85,0.86,0.2,0.22315058484687444
2721,0.3478,0.0052,0.0026,0.0617,0.0,0.5561,0.95,1.0,0.19,0.20061835222348126
2722,0.5472,0.0012,0.0104,0.0641,0.0,0.3584,0.84,0.97,0.17,0.17601311661374083
2723,0.0787,0.0055,0.0077,0.1275,0.0011,0.7442,0.84,0.94,0.19,0.22184194002747532
2724,0.8691,0.0,0.0141,0.0004,0.0,0.1095,1.0,0.99,0.17,0.1459928333980711
2725,0.245,0.0022,0.2002,0.2012,0.0005,0.3309,0.29,0.54,0.13,0.11032926341887153
2726,0.045,0.0004,0.0055,0.1708,0.0,0.7631,0.78,0.98,0.2,0.23012251171302076
2727,0.124,0.0089,0.006999999999999999,0.0076,0.0006,0.8422,0.26,0.66,0.17,0.1960955309898841
2728,0.8933,0.0,0.0,0.0131,0.0,0.0935,1.0,1.0,0.18,0.15074620630022434
2729,0.4149,0.0028,0.0049,0.0217,0.0004,0.5551,0.68,0.99,0.18,0.19069713144830264
2730,0.2497,0.0045,0.0043,0.1581,0.0,0.5578,0.9,0.98,0.18,0.21107008270528907
2731,0.1891,0.0003,0.0047,0.0616,0.0,0.7351,0.69,0.91,0.17,0.20917532590319748
2732,0.2223,0.0032,0.0086,0.0175,0.0005,0.736,0.53,0.7,0.19,0.19134745551894844
2733,0.3585,0.0,0.0073,0.0492,0.0,0.5827,0.58,0.97,0.17,0.19313413214365976
2734,0.7283,0.0037,0.0063,0.0064,0.001,0.2469,0.84,0.9,0.19,0.15694689759528696
2735,0.778,0.0,0.0077,0.0163,0.0,0.1735,0.98,0.98,0.18,0.15475449809625544
2736,0.2672,0.0035,0.0145,0.0741,0.0,0.5998,0.53,0.74,0.19,0.18442506588777588
2737,0.3311,0.0,0.0105,0.0648,0.0006,0.5848,0.68,0.93,0.17,0.1942433999447136
2738,0.1342,0.0103,0.0157,0.0524,0.0001,0.7541,0.66,0.79,0.19,0.20201404281368146
2739,0.3291,0.0,0.0,0.0,0.0,0.6709,0.2,0.68,0.17,0.17887627274243537
2740,0.1129,0.0067,0.0064,0.0563,0.0004,0.7879,0.58,0.86,0.19,0.20988014618295356
2741,0.018000000000000002,0.0083,0.0081,0.0087,0.0,0.9452,0.13,0.12,0.08,0.17977840801531578
2742,0.0768,0.0029,0.0117,0.0869,0.0,0.8066,0.58,0.86,0.19,0.21381873415095726
2743,0.4582,0.0115,0.0194,0.0077,0.0,0.4964,0.55,0.92,0.19,0.17520224680973612
2744,0.8256,0.0028,0.0114,0.0296,0.0012,0.1197,0.95,0.96,0.16,0.15029471611804127
2745,0.2388,0.0012,0.009000000000000001,0.0049,0.0013,0.7234,0.23,0.47,0.15,0.17324272769686797
2746,0.2634,0.0018,0.0158,0.1426,0.0002,0.5593,0.84,0.88,0.18,0.20049793784975334
2747,0.9307,0.0,0.0,0.0,0.0,0.0669,1.0,0.99,0.17,0.1459395616298885
2748,0.4801,0.0014,0.0007,0.0009,0.0,0.5161,0.76,0.83,0.19,0.17915265592935162
2749,0.1636,0.003,0.0062,0.0286,0.0,0.7932,0.81,0.98,0.18,0.2156656636159159
