,percent_hispanic,percent_non_hispanic_american_indianalaska_native,percent_non_hispanic_asian,percent_non_hispanic_black,percent_non_hispanic_native_hawaiianpacific_islander,percent_non_hispanic_white,social_vulnerability_index,cvac_level_of_concern_for_vaccination_rollout,actual_y,predicted_y
2641,0.0125,0.0098,0.0019,0.0072,0.0,0.8689,0.87,0.96,0.27,0.21800000000000005
942,0.0225,0.0006,0.0065,0.0152,0.0,0.9501,0.01,0.01,0.2,0.17290000000000005
2448,0.1109,0.0022,0.0127,0.1751,0.0007,0.6792,0.4,0.28,0.15,0.16490000000000005
1044,0.1029,0.0013,0.0065,0.0048,0.0002,0.8706,0.47,0.79,0.21,0.1984
3026,0.0208,0.002,0.0023,0.0025,0.0,0.9587,0.2,0.35,0.17,0.1727999999999999
682,0.0074,0.0,0.0734,0.519,0.0017,0.3705,0.94,0.9,0.24,0.22190000000000004
1717,0.0517,0.3686,0.0104,0.0017,0.0,0.5483,0.61,0.59,0.26,0.23259999999999992
598,0.0353,0.0001,0.0033,0.2874,0.0,0.6474,0.92,0.91,0.26,0.2622000000000001
867,0.0129,0.0019,0.0036,0.0118,0.0,0.9585,0.35,0.41,0.17,0.17329999999999995
565,0.0545,0.0,0.0035,0.1378,0.0036,0.7711,0.81,0.77,0.25,0.24529999999999996
2594,0.0625,0.0034,0.0125,0.0216,0.0,0.8842,0.62,0.69,0.25,0.21280000000000007
108,0.5886,0.0042,0.0052,0.0683,0.0001,0.3138,0.97,0.99,0.18,0.17670000000000002
2164,0.0438,0.0009,0.0123,0.0414,0.0001,0.8823,0.13,0.06,0.2,0.15570000000000006
1580,0.0264,0.0026,0.0098,0.2938,0.0001,0.6545,0.8,0.68,0.27,0.22010000000000013
318,0.0101,0.0007,0.0,0.3361,0.0,0.648,0.53,0.71,0.23,0.21549999999999997
1253,0.0562,0.0048,0.0151,0.1196,0.0001,0.7856,0.31,0.28,0.2,0.16829999999999998
1378,0.0427,0.0026,0.0075,0.2938,0.0,0.6323,0.89,0.64,0.25,0.2097
1093,0.0138,0.0043,0.0006,0.0115,0.0,0.9522,0.61,0.44,0.21,0.19080000000000014
3063,0.0845,0.0098,0.0058,0.0108,0.0017,0.8669,0.3,0.44,0.32,0.19390000000000002
567,0.2238,0.0008,0.0265,0.182,0.0002,0.5457,0.56,0.52,0.18,0.18860000000000002
1815,0.0313,0.014,0.0033,0.0,0.0,0.9337,0.54,0.57,0.27,0.2325000000000001
2113,0.0107,0.0141,0.0003,0.0,0.0034,0.9521,0.02,0.12,0.29,0.24559999999999987
582,0.197,0.0012,0.0528,0.1062,0.0004,0.6174,0.45,0.04,0.09,0.11710000000000001
1477,0.0177,0.1586,0.0069,0.0324,0.0016,0.7313,0.65,0.58,0.21,0.20080000000000026
807,0.0168,0.0022,0.0043,0.0073,0.0007,0.9585,0.61,0.69,0.18,0.19710000000000008
2652,0.9472,0.0,0.0,0.0,0.0,0.0528,0.73,0.99,0.17,0.17560000000000003
1222,0.047,0.0,0.0038,0.0019,0.0,0.9155,0.14,0.45,0.19,0.20019999999999993
3096,0.0158,0.0011,0.0045,0.0031,0.0004,0.9625,0.38,0.34,0.18,0.18530000000000016
812,0.0326,0.0018,0.0104,0.0854,0.0001,0.8507,0.3,0.2,0.16,0.17020000000000007
56,0.0344,0.0032,0.0103,0.1954,0.0001,0.7244,0.66,0.4,0.22,0.18820000000000003
1784,0.0256,0.0105,0.0005,0.0038,0.0,0.9266,0.05,0.11,0.22,0.21370000000000006
2119,0.0277,0.0062,0.005,0.0054,0.0,0.9492,0.11,0.11,0.27,0.1807999999999999
2124,0.031,0.0279,0.0,0.0039,0.0004,0.9097,0.06,0.07,0.31,0.24969999999999992
2877,0.0168,0.0016,0.0087,0.0071,0.0004,0.9465,0.13,0.09,0.07,0.14340000000000003
2046,0.5121,0.0253,0.0121,0.0089,0.0007,0.4278,0.53,0.3,0.12,0.1855
2104,0.0701,0.0069,0.0087,0.0155,0.0,0.8904,0.35,0.55,0.18,0.2095
2266,0.0683,0.4292,0.008,0.0014,0.0022,0.3989,0.9,0.99,0.26,0.25469999999999987
535,0.047,0.0123,0.0024,0.156,0.0,0.7625,0.83,0.91,0.25,0.22950000000000004
2091,0.0442,0.0045,0.0042,0.0952,0.0002,0.8329,0.76,0.74,0.18,0.2176000000000001
554,0.1362,0.0023,0.0137,0.053,0.0007,0.7826,0.4,0.43,0.16,0.17059999999999992
1330,0.0388,0.0625,0.0036,0.1595,0.0003,0.6758,0.83,0.94,0.25,0.23120000000000007
2203,0.1014,0.0025,0.0693,0.1986,0.0004,0.6003,0.28,0.26,0.14,0.1393000000000001
2672,0.1108,0.0023,0.0038,0.2491,0.0,0.6183,0.91,0.97,0.2,0.2567000000000001
1221,0.1128,0.0046,0.0225,0.0278,0.0003,0.8017,0.42,0.38,0.19,0.16280000000000006
69,0.0229,0.0063,0.008,0.0295,0.0002,0.9121,0.6,0.55,0.22,0.20720000000000005
2756,0.017,0.0015,0.0067,0.0296,0.0,0.9288,0.04,0.05,0.14,0.16869999999999996
1735,0.0196,0.0025,0.0081,0.0094,0.0001,0.9441,0.19,0.48,0.15,0.1697999999999999
436,0.5976,0.0031,0.0291,0.0075,0.0006,0.3429,0.52,0.64,0.13,0.144
2154,0.0995,0.0027,0.0116,0.0787,0.0002,0.7821,0.51,0.2,0.21,0.1671
1623,0.0159,0.005,0.0032,0.5402,0.0,0.4338,0.99,0.9,0.27,0.2443
2754,0.3433,0.0,0.0108,0.047,0.0,0.5822,0.8,0.93,0.18,0.1857
3141,0.0177,0.0096,0.006,0.0083,0.0085,0.9407,0.16,0.2,0.17,0.17539999999999994
313,0.8346,0.0022,0.0083,0.0024,0.0,0.1485,0.93,0.98,0.18,0.1715
233,0.1455,0.0107,0.0012,0.0143,0.0021,0.8044,0.8,0.8,0.24,0.2003999999999999
1509,0.0122,0.0,0.0022,0.7202,0.0,0.2603,0.95,0.99,0.29,0.2856000000000001
1442,0.078,0.0029,0.0673,0.1111,0.0002,0.6962,0.57,0.31,0.19,0.14290000000000003
772,0.0342,0.0027,0.0,0.0004,0.001,0.9328,0.3,0.5,0.24,0.22429999999999997
111,0.1938,0.0012,0.0144,0.0003,0.0037,0.7699,0.28,0.68,0.15,0.19970000000000002
2321,0.0978,0.016,0.0007,0.0127,0.0,0.8338,0.4,0.7,0.2,0.19580000000000006
2716,0.1276,0.0077,0.0065,0.0635,0.0003,0.7818,0.72,0.9,0.2,0.2004
2916,0.0459,0.0013,0.0112,0.0423,0.0,0.8677,0.26,0.39,0.17,0.1668
1502,0.0343,0.0028,0.0443,0.0897,0.0007,0.7888,0.29,0.49,0.14,0.17539999999999994
1225,0.0468,0.0088,0.0053,0.0136,0.0,0.9083,0.33,0.52,0.19,0.19529999999999995
472,0.2394,0.0,0.0051,0.0012,0.0,0.7408,0.3,0.3,0.19,0.20370000000000002
685,0.0572,0.0016,0.002,0.2439,0.0,0.6861,0.87,0.92,0.28,0.23770000000000013
1610,0.0025,0.0001,0.0055,0.3664,0.0,0.6159,0.91,0.9,0.26,0.2624999999999999
1752,0.0189,0.0034,0.0025,0.0053,0.0015,0.95,0.9,0.86,0.18,0.20239999999999994
2097,0.0205,0.012,0.0102,0.0223,0.0007,0.9252,0.12,0.1,0.29,0.23699999999999985
1766,0.0439,0.004,0.0168,0.0428,0.0029,0.8576,0.35,0.7,0.16,0.20110000000000003
599,0.3632,0.0161,0.0,0.005,0.0,0.5859,0.81,0.68,0.18,0.18299999999999997
2946,0.0446,0.0037,0.0137,0.5224,0.0028,0.3766,0.8,0.34,0.18,0.18030000000000013
1313,0.0418,0.0013,0.0318,0.4595,0.0005,0.4463,0.67,0.43,0.21,0.1953999999999999
1075,0.0162,0.0074,0.0,0.0058,0.0,0.9449,0.58,0.93,0.2,0.18669999999999995
1298,0.0113,0.0,0.0031,0.0016,0.0,0.9713,0.58,0.36,0.22,0.2085
361,0.0243,0.0117,0.0067,0.0039,0.0,0.9467,0.21,0.38,0.22,0.1884
135,0.3543,0.0036,0.0213,0.066,0.0007,0.5347,0.75,0.74,0.17,0.1815
1429,0.1211,0.0021,0.0098,0.0533,0.0,0.8,0.41,0.22,0.12,0.1679
2985,0.033,0.0081,0.0112,0.1198,0.0,0.7895,0.01,0.12,0.14,0.16570000000000007
2318,0.0193,0.0,0.0056,0.0082,0.0058,0.9538,0.05,0.06,0.21,0.18270000000000003
2372,0.0746,0.0015,0.0149,0.0537,0.0004,0.8342,0.33,0.1,0.16,0.15739999999999998
366,0.1387,0.0028,0.0471,0.0084,0.0006,0.7757,0.17,0.11,0.13,0.11859999999999998
1860,0.1468,0.0155,0.0163,0.0186,0.0053,0.763,0.73,0.92,0.21,0.19009999999999994
29,0.0287,0.0012,0.0,0.3895,0.0006,0.5670000000000001,0.79,0.9,0.23,0.25749999999999995
2624,0.0432,0.0,0.0005,0.5079,0.0003,0.44,0.87,0.88,0.27,0.2373
22,0.0325,0.0043,0.0058,0.0146,0.0,0.923,0.24,0.61,0.21,0.20909999999999995
2090,0.0377,0.0507,0.005,0.5008,0.0017,0.3834,0.89,0.87,0.19,0.2114
2662,0.2244,0.0015,0.0113,0.0726,0.0,0.6697,0.41,0.79,0.2,0.18189999999999984
2947,0.0175,0.0,0.0013,0.0215,0.0017,0.9493,0.27,0.28,0.16,0.18140000000000003
420,0.1206,0.004,0.015,0.0069,0.0004,0.8094,0.23,0.62,0.12,0.1831000000000001
1910,0.0307,0.02,0.0078,0.0048,0.0,0.9293,0.25,0.21,0.18,0.1902000000000001
460,0.3804,0.0039,0.0058,0.0079,0.0,0.5889,0.94,0.56,0.18,0.15910000000000005
43,0.0202,0.0127,0.0036,0.0041,0.0,0.9464,0.51,0.44,0.2,0.18529999999999996
87,0.0554,0.0,0.0049,0.0146,0.0,0.9181,0.06,0.21,0.18,0.18109999999999998
2480,0.0488,0.0013,0.0046,0.2398,0.0007,0.6786,0.92,0.69,0.19,0.21460000000000012
612,0.0728,0.0028,0.0129,0.0535,0.0007,0.8391,0.49,0.52,0.18,0.19950000000000007
1419,0.0396,0.0286,0.0176,0.0264,0.0001,0.8538,0.6,0.69,0.23,0.21499999999999989
1436,0.0416,0.0029,0.0064,0.0659,0.0006,0.8518,0.03,0.01,0.06,0.15130000000000007
282,0.0436,0.0029,0.0048,0.4744,0.0,0.4581,1.0,0.89,0.23,0.22640000000000005
1231,0.1235,0.008,0.0148,0.0831,0.0002,0.7394,0.51,0.47,0.2,0.18469999999999992
3040,0.018000000000000002,0.0019,0.0068,0.0089,0.0009,0.9528,0.01,0.05,0.17,0.16449999999999992
2077,0.0216,0.0111,0.0039,0.0036,0.0,0.9524,0.03,0.15,0.31,0.18970000000000004
2982,0.0188,0.0,0.0318,0.0,0.0,0.8946,0.18,0.2,0.13,0.22410000000000008
1697,0.0448,0.002,0.0004,0.0002,0.0,0.9246,0.17,0.23,0.22,0.2428999999999999
533,0.1322,0.0016,0.0512,0.6833,0.0006,0.1007,0.91,0.82,0.26,0.20620000000000016
1979,0.1334,0.0782,0.0151,0.3305,0.0008,0.3988,0.89,0.83,0.22,0.21029999999999993
2573,0.0424,0.0254,0.0122,0.0185,0.0004,0.8757,0.09,0.15,0.21,0.2278999999999999
1174,0.0653,0.0,0.0092,0.0214,0.0,0.9004,0.07,0.42,0.19,0.16029999999999997
2474,0.0532,0.0014,0.0479,0.0386,0.0001,0.8406,0.08,0.01,0.12,0.12939999999999996
2508,0.1006,0.0136,0.0912,0.0117,0.0039,0.7692,0.65,0.29,0.2,0.1288
2259,0.1594,0.0294,0.0038,0.012,0.0,0.7632,0.38,0.53,0.22,0.22149999999999995
1352,0.0613,0.0036,0.01,0.2633,0.0,0.6512,0.35,0.46,0.22,0.1966
670,0.1133,0.0018,0.2879,0.0046,0.104,0.3023,0.39,0.23,0.11,0.09919999999999998
2835,0.0956,0.0098,0.0103,0.0072,0.0053,0.8595,0.6,0.49,0.16,0.16810000000000008
2483,0.0516,0.002,0.0285,0.4645,0.0011,0.4231,0.63,0.46,0.19,0.20630000000000007
2651,0.2857,0.0047,0.0028,0.0379,0.0,0.6465,0.98,0.99,0.18,0.19950000000000012
3127,0.0116,0.0034,0.0006,0.0522,0.0006,0.9245,0.76,0.42,0.21,0.22519999999999998
2303,0.0438,0.1493,0.0009,0.1083,0.0017,0.6063,0.96,0.91,0.23,0.2332
761,0.0162,0.0,0.0,0.0,0.0,0.9809,0.13,0.4,0.28,0.19289999999999985
1491,0.058,0.0065,0.0038,0.0112,0.0,0.9054,0.63,0.33,0.2,0.18960000000000005
1228,0.0542,0.0129,0.0063,0.0096,0.0,0.8957,0.22,0.41,0.2,0.18440000000000004
221,0.0917,0.0737,0.0943,0.0528,0.0241,0.579,0.46,0.51,0.18,0.1648
543,0.0839,0.0009,0.0086,0.0867,0.0,0.7975,0.78,0.9,0.26,0.21800000000000014
2306,0.0803,0.0574,0.0029,0.0107,0.0006,0.7917,0.16,0.34,0.21,0.21760000000000004
2251,0.0966,0.0138,0.0087,0.0042,0.0012,0.8476,0.32,0.49,0.22,0.18860000000000007
3033,0.0298,0.0047,0.0204,0.006999999999999999,0.0002,0.9224,0.15,0.08,0.17,0.1548
693,0.0771,0.0008,0.0101,0.4466,0.001,0.4577,0.94,0.85,0.23,0.24819999999999992
1036,0.0997,0.0016,0.0138,0.0346,0.0008,0.8320000000000001,0.15,0.45,0.17,0.1915000000000001
1566,0.0119,0.0022,0.0,0.2593,0.0,0.7227,0.61,0.94,0.29,0.2455000000000001
2774,0.0233,0.0027,0.0101,0.0109,0.0003,0.9309,0.31,0.31,0.07,0.16789999999999997
805,0.1309,0.0007,0.0278,0.0137,0.0,0.8108,0.07,0.22,0.14,0.1475
2763,0.4779,0.0051,0.0035,0.032,0.0009,0.4693,0.9,0.97,0.17,0.17819999999999997
756,0.006,0.0003,0.0055,0.5773,0.0,0.4069,0.86,0.92,0.24,0.256
2901,0.0812,0.0061,0.0145,0.3101,0.0041,0.5487,0.32,0.28,0.18,0.1761
272,0.0271,0.0019,0.0107,0.3592,0.0,0.5927,0.94,0.63,0.21,0.2235000000000001
521,0.0256,0.0051,0.0061,0.1332,0.0004,0.8108,0.68,0.74,0.23,0.23630000000000007
522,0.0281,0.0137,0.0059,0.0687,0.0031,0.8667,0.93,0.94,0.23,0.22309999999999997
1681,0.0245,0.0075,0.0037,0.0058,0.0001,0.9311,0.62,0.65,0.17,0.18900000000000003
1789,0.0516,0.0048,0.0042,0.0156,0.0,0.9053,0.18,0.11,0.18,0.18430000000000002
2997,0.041,0.0012,0.0093,0.1201,0.0,0.8149,0.76,0.64,0.22,0.21420000000000003
350,0.0563,0.0085,0.006,0.0817,0.0,0.8206,0.83,0.41,0.21,0.1895000000000001
3071,0.0198,0.0003,0.0062,0.0282,0.0,0.9224,0.56,0.37,0.21,0.1924
1833,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.22,0.18,0.20680000000000004
2431,0.0065,0.0212,0.0,0.0,0.0,0.9437,0.15,0.26,0.2,0.22390000000000007
651,0.3073,0.006,0.0041,0.0,0.0,0.6613,0.56,0.68,0.28,0.20109999999999995
3064,0.0492,0.0032,0.0073,0.0057,0.0,0.9227,0.29,0.25,0.18,0.18799999999999994
2718,0.9134,0.0,0.0,0.0004,0.0,0.0809,0.99,1.0,0.18,0.17689999999999986
2043,0.0516,0.0014,0.096,0.0348,0.0006,0.7712,0.35,0.34,0.12,0.12050000000000007
1229,0.0082,0.0029,0.011,0.0036,0.0,0.9607,0.39,0.21,0.22,0.16940000000000005
2418,0.0129,0.0006,0.0099,0.0216,0.0001,0.9392,0.55,0.35,0.18,0.19
2522,0.0185,0.0039,0.0075,0.0231,0.0004,0.9274,0.38,0.63,0.23,0.19650000000000017
168,0.6564,0.0003,0.0,0.0008,0.0016,0.341,0.6,0.94,0.18,0.17939999999999998
2628,0.0452,0.0321,0.0019,0.0155,0.0008,0.8844,0.32,0.12,0.21,0.2288999999999999
1497,0.0175,0.0,0.0053,0.2296,0.0023,0.7403,0.47,0.94,0.29,0.23200000000000007
1977,0.5049,0.0185,0.0047,0.0087,0.0001,0.4581,0.93,0.53,0.14,0.16210000000000005
912,0.0796,0.0023,0.0126,0.0075,0.0003,0.8784,0.46,0.71,0.19,0.19430000000000006
829,0.0991,0.0004,0.008,0.0116,0.0004,0.8629,0.08,0.26,0.14,0.16820000000000004
2553,0.0253,0.0031,0.0022,0.0967,0.0,0.8413,0.6,0.83,0.27,0.24500000000000008
1558,0.0419,0.0031,0.0575,0.0453,0.0004,0.8269,0.07,0.09,0.1,0.14560000000000017
2185,0.1258,0.0035,0.0209,0.1328,0.0013,0.6614,0.75,0.64,0.24,0.21170000000000008
1374,0.0036,0.0032,0.0007,0.0006,0.0,0.9815,0.86,0.37,0.23,0.22190000000000012
2346,0.0148,0.0011,0.0011,0.0089,0.0,0.9593,0.19,0.32,0.24,0.17249999999999993
219,0.0479,0.0035,0.006,0.0278,0.0003,0.899,0.2,0.13,0.17,0.17249999999999996
367,0.025,0.0024,0.0016,0.5533,0.0,0.4104,0.97,0.95,0.24,0.2651
2162,0.0102,0.0002,0.0003,0.0036,0.0,0.9808,0.77,0.61,0.26,0.22839999999999996
2339,0.0514,0.1969,0.0054,0.0468,0.0001,0.6443,0.93,0.83,0.22,0.23639999999999994
3125,0.013,0.0036,0.0048,0.0349,0.0,0.9248,0.49,0.24,0.2,0.18100000000000016
2245,0.0899,0.0388,0.0297,0.0278,0.0,0.7615,0.26,0.44,0.2,0.2126000000000001
1455,0.0217,0.0796,0.0048,0.0018,0.0002,0.8467,0.79,0.71,0.14,0.21170000000000008
351,0.0527,0.1343,0.0798,0.0075,0.002,0.6396,0.55,0.64,0.21,0.21080000000000002
1375,0.0197,0.0,0.0046,0.1316,0.0,0.8240000000000001,0.54,0.3,0.2,0.18150000000000005
1736,0.0346,0.0186,0.0076,0.0075,0.0,0.9012,0.47,0.36,0.22,0.17569999999999997
2529,0.0037,0.0,0.0,0.0018,0.0,0.9941,0.42,0.72,0.25,0.2091
490,0.5333,0.0048,0.0459,0.0516,0.0013,0.3416,0.97,0.82,0.14,0.1652000000000001
2819,0.4687,0.0012,0.0114,0.0561,0.0002,0.4467,0.78,0.9,0.17,0.17800000000000002
2486,0.0394,0.0008,0.0425,0.0369,0.0001,0.8569,0.16,0.03,0.15,0.14360000000000003
498,0.415,0.0168,0.0096,0.0075,0.0,0.5289,0.84,0.77,0.18,0.1761
1812,0.0768,0.0002,0.0092,0.0443,0.0,0.8527,0.34,0.08,0.13,0.16820000000000004
210,0.0086,0.0,0.0,0.0106,0.0,0.9692,0.48,0.45,0.22,0.20760000000000015
2692,0.3196,0.0191,0.0062,0.0053,0.0,0.6251,0.46,0.87,0.19,0.1910000000000001
746,0.0505,0.0041,0.0,0.0935,0.0,0.8403,0.66,0.81,0.28,0.2288000000000001
650,0.0348,0.0017,0.0067,0.119,0.0001,0.8235,0.8,0.67,0.24,0.21670000000000006
227,0.0256,0.0,0.0049,0.748,0.0,0.2138,0.89,0.84,0.23,0.23980000000000015
365,0.2062,0.0078,0.0083,0.0028,0.0027,0.7605,0.72,0.33,0.16,0.21250000000000008
2254,0.1306,0.0392,0.0102,0.0067,0.0006,0.7785,0.87,0.58,0.18,0.17070000000000007
276,0.0099,0.0021,0.0003,0.1867,0.0,0.7265,0.7,0.69,0.24,0.21540000000000015
2093,0.0537,0.0007,0.0118,0.3641,0.0,0.5476,0.77,0.72,0.18,0.2368000000000001
1407,0.0342,0.0027,0.0032,0.0094,0.0,0.9334,0.4,0.5,0.21,0.19090000000000004
2966,0.0634,0.0464,0.0168,0.0098,0.0003,0.8278,0.61,0.34,0.12,0.1859
1406,0.0353,0.0024,0.0189,0.0345,0.0001,0.8905,0.04,0.06,0.11,0.1367
1616,0.0024,0.0005,0.0,0.3469,0.0,0.6436,0.63,0.88,0.29,0.2657
407,0.4268,0.0024,0.0717,0.0169,0.0017,0.4542,0.48,0.46,0.1,0.12719999999999992
2409,0.0443,0.0018,0.0018,0.2331,0.0014,0.6878,0.5,0.55,0.19,0.21210000000000007
1037,0.1481,0.0071,0.0025,0.0105,0.0023,0.8155,0.54,0.53,0.2,0.1935
2897,0.0722,0.0013,0.0094,0.0178,0.0,0.8761,0.36,0.54,0.17,0.2152000000000001
2262,0.0869,0.0061,0.0421,0.0088,0.0022,0.8191,0.19,0.36,0.14,0.1337999999999999
2959,0.0998,0.0184,0.0117,0.0103,0.0042,0.8053,0.64,0.45,0.13,0.17960000000000012
2533,0.1779,0.0031,0.0056,0.2095,0.0002,0.5893,0.79,0.95,0.2,0.19820000000000002
1425,0.0799,0.0012,0.1189,0.0499,0.0003,0.7185,0.23,0.02,0.06,0.09259999999999993
7,0.026,0.825,0.0108,0.0074,0.0022,0.0973,0.97,0.89,0.26,0.2570000000000002
810,0.0178,0.0022,0.0072,0.0263,0.0023,0.9151,0.86,0.49,0.18,0.20910000000000006
2285,0.08,0.0824,0.0042,0.0204,0.0,0.7456,0.84,0.7,0.21,0.21490000000000006
1468,0.0974,0.0019,0.0247,0.0099,0.0,0.8505,0.43,0.41,0.12,0.1635999999999999
415,0.1745,0.0,0.0,0.0,0.0,0.8216,0.11,0.46,0.14,0.1952000000000001
3138,0.084,0.0034,0.0043,0.0051,0.0,0.8953,0.28,0.31,0.18,0.17799999999999983
838,0.0276,0.0,0.0057,0.0421,0.0,0.9096,0.45,0.69,0.18,0.23370000000000005
765,0.0356,0.0299,0.0007,0.0034,0.0,0.912,0.76,0.56,0.25,0.2143000000000001
2993,0.1311,0.0039,0.0128,0.1105,0.0005,0.7195,0.46,0.17,0.18,0.1623
199,0.0897,0.0109,0.0127,0.0071,0.002,0.8363,0.79,0.52,0.14,0.1678000000000001
3108,0.0322,0.0033,0.0296,0.008,0.0001,0.9104,0.17,0.15,0.17,0.15029999999999993
283,0.0003,0.002,0.0022,0.5937,0.0,0.3953,0.96,0.85,0.24,0.23119999999999988
231,0.0631,0.0019,0.0071,0.0181,0.0002,0.8871,0.75,0.47,0.22,0.1949000000000001
2421,0.0109,0.0011,0.0048,0.0047,0.0,0.9677,0.21,0.14,0.17,0.1813
2349,0.0381,0.2194,0.0123,0.0046,0.0008,0.6371,0.77,0.73,0.23,0.23740000000000014
96,0.1324,0.001,0.0276,0.0505,0.0004,0.7666,0.29,0.09,0.14,0.1465
1505,0.078,0.0033,0.0118,0.0314,0.0002,0.8656,0.3,0.17,0.12,0.1685
2694,0.3999,0.0,0.0143,0.0222,0.0,0.5605,0.69,0.95,0.18,0.17679999999999996
1674,0.0247,0.0049,0.0019,0.0132,0.0,0.9366,0.26,0.7,0.16,0.1967
990,0.0297,0.0026,0.0019,0.0076,0.0,0.9455,0.13,0.02,0.21,0.1999
1950,0.0321,0.0019,0.0291,0.0153,0.0001,0.9035,0.05,0.03,0.12,0.14930000000000007
1506,0.0748,0.0048,0.1437,0.1185,0.0003,0.6191,0.63,0.27,0.11,0.12299999999999998
2999,0.0156,0.0061,0.0164,0.0556,0.0,0.8997,0.28,0.38,0.21,0.19060000000000005
2712,0.1871,0.0017,0.0128,0.1979,0.0011,0.5751,0.88,0.79,0.19,0.20739999999999997
1559,0.0037,0.0017,0.0049,0.7753,0.0,0.2079,0.93,0.94,0.29,0.26689999999999997
3097,0.0897,0.0069,0.0049,0.0044,0.0004,0.8775,0.4,0.6,0.29,0.20070000000000007
104,0.0423,0.0029,0.0164,0.0712,0.0002,0.8497,0.15,0.56,0.21,0.21539999999999998
2342,0.037000000000000005,0.2128,0.0083,0.0306,0.0008,0.6334,0.85,0.82,0.23,0.24570000000000017
3016,0.0881,0.0056,0.0159,0.0089,0.0085,0.8408,0.28,0.5,0.14,0.16630000000000014
2571,0.0319,0.0111,0.0126,0.0081,0.0,0.921,0.03,0.03,0.21,0.1898
2297,0.0851,0.0036,0.0099,0.008,0.003,0.8552,0.52,0.49,0.17,0.16680000000000003
1818,0.1392,0.038,0.0279,0.0244,0.0007,0.7322,0.6,0.72,0.21,0.18870000000000015
1055,0.0159,0.0037,0.0009,0.003,0.0,0.9608,0.46,0.29,0.21,0.18479999999999994
2177,0.0106,0.0076,0.0119,0.0008,0.0004,0.9562,0.07,0.08,0.31,0.22469999999999998
2574,0.0408,0.9019,0.0,0.0008,0.0,0.0444,0.99,0.75,0.29,0.2699999999999997
744,0.0321,0.0,0.0078,0.3289,0.0,0.6151,0.83,0.83,0.27,0.25500000000000017
226,0.0249,0.0057,0.0037,0.0033,0.0009,0.9387,0.44,0.32,0.2,0.19539999999999996
1034,0.0134,0.0011,0.0025,0.0005,0.0,0.9804,0.04,0.02,0.21,0.2242
2045,0.0308,0.0028,0.0134,0.059,0.0001,0.8623,0.49,0.2,0.15,0.17669999999999994
2413,0.2278,0.0028,0.0408,0.0829,0.0008,0.6079,0.76,0.08,0.14,0.14120000000000008
1694,0.0329,0.0012,0.0254,0.0439,0.0003,0.8714,0.04,0.32,0.12,0.15970000000000006
2273,0.0472,0.0401,0.0429,0.0394,0.0009,0.7693,0.51,0.67,0.22,0.19940000000000002
2365,0.0441,0.0914,0.0071,0.0072,0.0002,0.7043,0.87,0.85,0.23,0.21550000000000014
2766,0.5606,0.0038,0.0684,0.0321,0.0,0.3246,0.7,0.88,0.19,0.1587
1822,0.0335,0.005,0.0024,0.0034,0.0022,0.9358,0.01,0.12,0.18,0.18959999999999996
785,0.0264,0.002,0.0117,0.041,0.0,0.897,0.48,0.37,0.18,0.17630000000000007
1204,0.052000000000000005,0.0057,0.005,0.0277,0.0,0.89,0.3,0.52,0.19,0.19850000000000004
798,0.0384,0.0097,0.0054,0.0825,0.0,0.8456,0.78,0.66,0.18,0.21429999999999996
1427,0.0565,0.0006,0.011,0.2579,0.0,0.6287,0.75,0.25,0.13,0.17830000000000013
1041,0.0139,0.0021,0.0051,0.0289,0.0,0.9411,0.31,0.66,0.19,0.19589999999999994
1938,0.0291,0.0027,0.0141,0.0407,0.0002,0.8993,0.53,0.22,0.17,0.17709999999999998
464,0.4003,0.0045,0.0387,0.032,0.0011,0.5002,0.59,0.3,0.17,0.14370000000000005
2926,0.0191,0.0038,0.0066,0.0327,0.0,0.9218,0.14,0.19,0.17,0.17179999999999995
900,0.0443,0.0025,0.0344,0.1494,0.0004,0.7402,0.7,0.52,0.18,0.19939999999999997
1263,0.0346,0.0029,0.0144,0.0453,0.0,0.8884,0.52,0.02,0.19,0.18269999999999992
1421,0.0203,0.0022,0.0146,0.0045,0.0002,0.9373,0.1,0.25,0.13,0.16029999999999991
2563,0.0258,0.0042,0.0025,0.0845,0.0006,0.8677,0.66,0.94,0.26,0.24359999999999998
2024,0.032,0.0015,0.0088,0.0135,0.0002,0.9317,0.4,0.29,0.15,0.16730000000000003
1763,0.0673,0.0,0.0,0.0,0.0,0.8956,0.05,0.45,0.26,0.22140000000000007
2655,0.2069,0.0034,0.0004,0.1312,0.0,0.6472,0.61,0.83,0.18,0.18839999999999996
212,0.0154,0.0035,0.0054,0.0191,0.0,0.9438,0.4,0.23,0.18,0.18180000000000004
12,0.045,0.0024,0.0015,0.3387,0.0,0.5927,0.98,0.91,0.26,0.23790000000000014
3041,0.0074,0.0,0.002,0.0156,0.0019,0.9655,0.37,0.43,0.21,0.195
422,0.337,0.0038,0.1163,0.0471,0.0038,0.4556,0.56,0.55,0.11,0.12219999999999993
999,0.0304,0.0028,0.0048,0.029,0.0,0.8812,0.49,0.62,0.21,0.21320000000000003
1052,0.0228,0.0034,0.0049,0.002,0.0,0.9537,0.42,0.82,0.2,0.19730000000000003
1057,0.048,0.0017,0.0082,0.0072,0.0003,0.9188,0.37,0.5,0.2,0.17930000000000004
1454,0.0244,0.0012,0.0102,0.0399,0.0,0.899,0.43,0.28,0.13,0.1722000000000001
